parent_agency,agency,acronym,presidential_year,final_rules,proposed_rules
health-and-human-services-department,health-and-human-services-department,HHS,1999,230,106
health-and-human-services-department,health-and-human-services-department,HHS,2000,258,83
health-and-human-services-department,health-and-human-services-department,HHS,2001,168,40
health-and-human-services-department,health-and-human-services-department,HHS,2002,183,80
health-and-human-services-department,health-and-human-services-department,HHS,2003,212,77
health-and-human-services-department,health-and-human-services-department,HHS,2004,226,61
health-and-human-services-department,health-and-human-services-department,HHS,2005,160,74
health-and-human-services-department,health-and-human-services-department,HHS,2006,167,56
health-and-human-services-department,health-and-human-services-department,HHS,2007,179,69
health-and-human-services-department,health-and-human-services-department,HHS,2008,175,59
health-and-human-services-department,health-and-human-services-department,HHS,2009,135,54
health-and-human-services-department,health-and-human-services-department,HHS,2010,135,76
health-and-human-services-department,health-and-human-services-department,HHS,2011,140,121
health-and-human-services-department,health-and-human-services-department,HHS,2012,115,83
health-and-human-services-department,health-and-human-services-department,HHS,2013,131,132
health-and-human-services-department,health-and-human-services-department,HHS,2014,131,127
health-and-human-services-department,health-and-human-services-department,HHS,2015,159,113
health-and-human-services-department,health-and-human-services-department,HHS,2016,204,121
health-and-human-services-department,health-and-human-services-department,HHS,2017,127,90
health-and-human-services-department,health-and-human-services-department,HHS,2018,113,103
health-and-human-services-department,health-and-human-services-department,HHS,2019,108,98
health-and-human-services-department,health-and-human-services-department,HHS,2020,107,84
health-and-human-services-department,health-and-human-services-department,HHS,2021,116,55
health-and-human-services-department,health-and-human-services-department,HHS,2022,129,82
health-and-human-services-department,health-and-human-services-department,HHS,2023,75,94
health-and-human-services-department,health-care-finance-administration,HCFA,1995,23,9
health-and-human-services-department,health-care-finance-administration,HCFA,1996,22,6
health-and-human-services-department,health-care-finance-administration,HCFA,1997,22,14
health-and-human-services-department,health-care-finance-administration,HCFA,1998,30,24
health-and-human-services-department,health-care-finance-administration,HCFA,1999,20,24
health-and-human-services-department,health-care-finance-administration,HCFA,2000,33,23
health-and-human-services-department,health-care-finance-administration,HCFA,2001,17,4
health-and-human-services-department,health-care-finance-administration,HCFA,2002,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2003,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2004,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2005,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2006,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2007,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2008,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2009,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2010,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2011,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2012,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2013,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2014,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2015,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2016,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2017,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2018,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2019,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2020,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2021,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2022,0,0
health-and-human-services-department,health-care-finance-administration,HCFA,2023,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,1995,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,1996,2,1
health-and-human-services-department,health-resources-and-services-administration,HRSA,1997,1,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,1998,1,2
health-and-human-services-department,health-resources-and-services-administration,HRSA,1999,3,1
health-and-human-services-department,health-resources-and-services-administration,HRSA,2000,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2001,1,2
health-and-human-services-department,health-resources-and-services-administration,HRSA,2002,2,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2003,2,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2004,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2005,1,3
health-and-human-services-department,health-resources-and-services-administration,HRSA,2006,5,3
health-and-human-services-department,health-resources-and-services-administration,HRSA,2007,3,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2008,1,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2009,1,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2010,0,1
health-and-human-services-department,health-resources-and-services-administration,HRSA,2011,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2012,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2013,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2014,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2015,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2016,0,2
health-and-human-services-department,health-resources-and-services-administration,HRSA,2017,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2018,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2019,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2020,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2021,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2022,0,0
health-and-human-services-department,health-resources-and-services-administration,HRSA,2023,0,0
health-and-human-services-department,indian-health-service,IHS,1995,0,2
health-and-human-services-department,indian-health-service,IHS,1996,1,0
health-and-human-services-department,indian-health-service,IHS,1997,0,0
health-and-human-services-department,indian-health-service,IHS,1998,0,0
health-and-human-services-department,indian-health-service,IHS,1999,0,0
health-and-human-services-department,indian-health-service,IHS,2000,0,1
health-and-human-services-department,indian-health-service,IHS,2001,0,0
health-and-human-services-department,indian-health-service,IHS,2002,0,1
health-and-human-services-department,indian-health-service,IHS,2003,0,0
health-and-human-services-department,indian-health-service,IHS,2004,0,0
health-and-human-services-department,indian-health-service,IHS,2005,0,0
health-and-human-services-department,indian-health-service,IHS,2006,1,1
health-and-human-services-department,indian-health-service,IHS,2007,2,0
health-and-human-services-department,indian-health-service,IHS,2008,0,0
health-and-human-services-department,indian-health-service,IHS,2009,0,0
health-and-human-services-department,indian-health-service,IHS,2010,1,0
health-and-human-services-department,indian-health-service,IHS,2011,0,0
health-and-human-services-department,indian-health-service,IHS,2012,0,0
health-and-human-services-department,indian-health-service,IHS,2013,0,0
health-and-human-services-department,indian-health-service,IHS,2014,0,2
health-and-human-services-department,indian-health-service,IHS,2015,1,1
health-and-human-services-department,indian-health-service,IHS,2016,1,1
health-and-human-services-department,indian-health-service,IHS,2017,0,0
health-and-human-services-department,indian-health-service,IHS,2018,0,0
health-and-human-services-department,indian-health-service,IHS,2019,0,0
health-and-human-services-department,indian-health-service,IHS,2020,0,3
health-and-human-services-department,indian-health-service,IHS,2021,0,1
health-and-human-services-department,indian-health-service,IHS,2022,0,0
health-and-human-services-department,indian-health-service,IHS,2023,0,2
health-and-human-services-department,national-institutes-of-health,NIH,1995,0,0
health-and-human-services-department,national-institutes-of-health,NIH,1996,0,0
health-and-human-services-department,national-institutes-of-health,NIH,1997,0,0
health-and-human-services-department,national-institutes-of-health,NIH,1998,0,1
health-and-human-services-department,national-institutes-of-health,NIH,1999,0,1
health-and-human-services-department,national-institutes-of-health,NIH,2000,0,1
health-and-human-services-department,national-institutes-of-health,NIH,2001,1,0
health-and-human-services-department,national-institutes-of-health,NIH,2002,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2003,1,0
health-and-human-services-department,national-institutes-of-health,NIH,2004,6,2
health-and-human-services-department,national-institutes-of-health,NIH,2005,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2006,1,1
health-and-human-services-department,national-institutes-of-health,NIH,2007,0,1
health-and-human-services-department,national-institutes-of-health,NIH,2008,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2009,1,0
health-and-human-services-department,national-institutes-of-health,NIH,2010,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2011,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2012,1,1
health-and-human-services-department,national-institutes-of-health,NIH,2013,0,1
health-and-human-services-department,national-institutes-of-health,NIH,2014,0,1
health-and-human-services-department,national-institutes-of-health,NIH,2015,0,1
health-and-human-services-department,national-institutes-of-health,NIH,2016,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2017,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2018,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2019,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2020,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2021,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2022,0,0
health-and-human-services-department,national-institutes-of-health,NIH,2023,0,0
health-and-human-services-department,public-health-service,PHS,1995,11,5
health-and-human-services-department,public-health-service,PHS,1996,3,1
health-and-human-services-department,public-health-service,PHS,1997,3,1
health-and-human-services-department,public-health-service,PHS,1998,1,0
health-and-human-services-department,public-health-service,PHS,1999,0,4
health-and-human-services-department,public-health-service,PHS,2000,0,0
health-and-human-services-department,public-health-service,PHS,2001,1,0
health-and-human-services-department,public-health-service,PHS,2002,0,1
health-and-human-services-department,public-health-service,PHS,2003,1,0
health-and-human-services-department,public-health-service,PHS,2004,0,0
health-and-human-services-department,public-health-service,PHS,2005,0,0
health-and-human-services-department,public-health-service,PHS,2006,0,0
health-and-human-services-department,public-health-service,PHS,2007,0,0
health-and-human-services-department,public-health-service,PHS,2008,0,0
health-and-human-services-department,public-health-service,PHS,2009,0,0
health-and-human-services-department,public-health-service,PHS,2010,0,0
health-and-human-services-department,public-health-service,PHS,2011,0,0
health-and-human-services-department,public-health-service,PHS,2012,0,0
health-and-human-services-department,public-health-service,PHS,2013,2,0
health-and-human-services-department,public-health-service,PHS,2014,0,0
health-and-human-services-department,public-health-service,PHS,2015,2,0
health-and-human-services-department,public-health-service,PHS,2016,0,0
health-and-human-services-department,public-health-service,PHS,2017,1,0
health-and-human-services-department,public-health-service,PHS,2018,0,0
health-and-human-services-department,public-health-service,PHS,2019,0,0
health-and-human-services-department,public-health-service,PHS,2020,3,0
health-and-human-services-department,public-health-service,PHS,2021,1,1
health-and-human-services-department,public-health-service,PHS,2022,2,0
health-and-human-services-department,public-health-service,PHS,2023,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,1995,1,0
health-and-human-services-department,refugee-resettlement-office,ORR,1996,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,1997,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,1998,0,1
health-and-human-services-department,refugee-resettlement-office,ORR,1999,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2000,1,0
health-and-human-services-department,refugee-resettlement-office,ORR,2001,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2002,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2003,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2004,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2005,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2006,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2007,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2008,0,1
health-and-human-services-department,refugee-resettlement-office,ORR,2009,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2010,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2011,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2012,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2013,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2014,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2015,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2016,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2017,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2018,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2019,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2020,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2021,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2022,0,0
health-and-human-services-department,refugee-resettlement-office,ORR,2023,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,1995,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,1996,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,1997,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,1998,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,1999,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2000,2,1
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2001,1,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2002,1,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2003,1,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2004,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2005,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2006,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2007,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2008,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2009,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2010,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2011,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2012,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2013,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2014,0,1
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2015,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2016,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2017,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2018,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2019,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2020,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2021,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2022,0,0
health-and-human-services-department,substance-abuse-and-mental-health-services-administration,SAMHSA,2023,0,0
homeland-security-department,coast-guard,USCG,1995,97,84
homeland-security-department,coast-guard,USCG,1996,109,57
homeland-security-department,coast-guard,USCG,1997,183,59
homeland-security-department,coast-guard,USCG,1998,241,93
homeland-security-department,coast-guard,USCG,1999,240,90
homeland-security-department,coast-guard,USCG,2000,240,81
homeland-security-department,coast-guard,USCG,2001,377,86
homeland-security-department,coast-guard,USCG,2002,396,121
homeland-security-department,coast-guard,USCG,2003,360,119
homeland-security-department,coast-guard,USCG,2004,327,99
homeland-security-department,coast-guard,USCG,2005,288,114
homeland-security-department,coast-guard,USCG,2006,295,122
homeland-security-department,coast-guard,USCG,2007,307,86
homeland-security-department,coast-guard,USCG,2008,271,98
homeland-security-department,coast-guard,USCG,2009,320,120
homeland-security-department,coast-guard,USCG,2010,380,98
homeland-security-department,coast-guard,USCG,2011,451,109
homeland-security-department,coast-guard,USCG,2012,526,161
homeland-security-department,coast-guard,USCG,2013,501,134
homeland-security-department,coast-guard,USCG,2014,476,118
homeland-security-department,coast-guard,USCG,2015,440,91
homeland-security-department,coast-guard,USCG,2016,427,107
homeland-security-department,coast-guard,USCG,2017,513,114
homeland-security-department,coast-guard,USCG,2018,543,118
homeland-security-department,coast-guard,USCG,2019,413,121
homeland-security-department,coast-guard,USCG,2020,184,85
homeland-security-department,coast-guard,USCG,2021,328,97
homeland-security-department,coast-guard,USCG,2022,396,98
homeland-security-department,coast-guard,USCG,2023,381,87
homeland-security-department,federal-emergency-management-agency,FEMA,1995,75,25
homeland-security-department,federal-emergency-management-agency,FEMA,1996,85,27
homeland-security-department,federal-emergency-management-agency,FEMA,1997,74,23
homeland-security-department,federal-emergency-management-agency,FEMA,1998,75,25
homeland-security-department,federal-emergency-management-agency,FEMA,1999,79,19
homeland-security-department,federal-emergency-management-agency,FEMA,2000,51,20
homeland-security-department,federal-emergency-management-agency,FEMA,2001,60,24
homeland-security-department,federal-emergency-management-agency,FEMA,2002,79,37
homeland-security-department,federal-emergency-management-agency,FEMA,2003,81,35
homeland-security-department,federal-emergency-management-agency,FEMA,2004,78,31
homeland-security-department,federal-emergency-management-agency,FEMA,2005,69,32
homeland-security-department,federal-emergency-management-agency,FEMA,2006,73,44
homeland-security-department,federal-emergency-management-agency,FEMA,2007,81,55
homeland-security-department,federal-emergency-management-agency,FEMA,2008,85,49
homeland-security-department,federal-emergency-management-agency,FEMA,2009,72,37
homeland-security-department,federal-emergency-management-agency,FEMA,2010,103,60
homeland-security-department,federal-emergency-management-agency,FEMA,2011,88,40
homeland-security-department,federal-emergency-management-agency,FEMA,2012,71,18
homeland-security-department,federal-emergency-management-agency,FEMA,2013,54,13
homeland-security-department,federal-emergency-management-agency,FEMA,2014,48,11
homeland-security-department,federal-emergency-management-agency,FEMA,2015,34,12
homeland-security-department,federal-emergency-management-agency,FEMA,2016,31,7
homeland-security-department,federal-emergency-management-agency,FEMA,2017,25,3
homeland-security-department,federal-emergency-management-agency,FEMA,2018,25,5
homeland-security-department,federal-emergency-management-agency,FEMA,2019,24,2
homeland-security-department,federal-emergency-management-agency,FEMA,2020,28,4
homeland-security-department,federal-emergency-management-agency,FEMA,2021,13,2
homeland-security-department,federal-emergency-management-agency,FEMA,2022,4,0
homeland-security-department,federal-emergency-management-agency,FEMA,2023,2,2
homeland-security-department,federal-law-enforcement-training-center,FLETC,1995,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,1996,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,1997,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,1998,1,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,1999,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2000,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2001,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2002,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2003,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2004,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2005,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2006,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2007,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2008,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2009,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2010,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2011,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2012,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2013,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2014,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2015,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2016,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2017,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2018,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2019,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2020,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2021,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2022,0,0
homeland-security-department,federal-law-enforcement-training-center,FLETC,2023,0,0
homeland-security-department,homeland-security-department,DHS,1995,0,0
homeland-security-department,homeland-security-department,DHS,1996,0,0
homeland-security-department,homeland-security-department,DHS,1997,0,0
homeland-security-department,homeland-security-department,DHS,1998,0,0
homeland-security-department,homeland-security-department,DHS,1999,0,0
homeland-security-department,homeland-security-department,DHS,2000,0,0
homeland-security-department,homeland-security-department,DHS,2001,0,0
homeland-security-department,homeland-security-department,DHS,2002,3,0
homeland-security-department,homeland-security-department,DHS,2003,453,143
homeland-security-department,homeland-security-department,DHS,2004,437,148
homeland-security-department,homeland-security-department,DHS,2005,383,157
homeland-security-department,homeland-security-department,DHS,2006,404,185
homeland-security-department,homeland-security-department,DHS,2007,432,168
homeland-security-department,homeland-security-department,DHS,2008,417,197
homeland-security-department,homeland-security-department,DHS,2009,463,183
homeland-security-department,homeland-security-department,DHS,2010,521,173
homeland-security-department,homeland-security-department,DHS,2011,578,175
homeland-security-department,homeland-security-department,DHS,2012,632,201
homeland-security-department,homeland-security-department,DHS,2013,579,159
homeland-security-department,homeland-security-department,DHS,2014,544,137
homeland-security-department,homeland-security-department,DHS,2015,498,115
homeland-security-department,homeland-security-department,DHS,2016,512,142
homeland-security-department,homeland-security-department,DHS,2017,562,129
homeland-security-department,homeland-security-department,DHS,2018,596,142
homeland-security-department,homeland-security-department,DHS,2019,462,141
homeland-security-department,homeland-security-department,DHS,2020,287,113
homeland-security-department,homeland-security-department,DHS,2021,413,125
homeland-security-department,homeland-security-department,DHS,2022,441,110
homeland-security-department,homeland-security-department,DHS,2023,418,102
homeland-security-department,secret-service,USSS,1995,1,1
homeland-security-department,secret-service,USSS,1996,1,0
homeland-security-department,secret-service,USSS,1997,0,0
homeland-security-department,secret-service,USSS,1998,0,0
homeland-security-department,secret-service,USSS,1999,0,0
homeland-security-department,secret-service,USSS,2000,0,0
homeland-security-department,secret-service,USSS,2001,0,0
homeland-security-department,secret-service,USSS,2002,0,0
homeland-security-department,secret-service,USSS,2003,0,0
homeland-security-department,secret-service,USSS,2004,0,0
homeland-security-department,secret-service,USSS,2005,0,0
homeland-security-department,secret-service,USSS,2006,0,0
homeland-security-department,secret-service,USSS,2007,0,0
homeland-security-department,secret-service,USSS,2008,0,0
homeland-security-department,secret-service,USSS,2009,0,0
homeland-security-department,secret-service,USSS,2010,0,0
homeland-security-department,secret-service,USSS,2011,0,0
homeland-security-department,secret-service,USSS,2012,0,0
homeland-security-department,secret-service,USSS,2013,0,0
homeland-security-department,secret-service,USSS,2014,0,0
homeland-security-department,secret-service,USSS,2015,0,0
homeland-security-department,secret-service,USSS,2016,0,0
homeland-security-department,secret-service,USSS,2017,0,0
homeland-security-department,secret-service,USSS,2018,1,0
homeland-security-department,secret-service,USSS,2019,0,0
homeland-security-department,secret-service,USSS,2020,0,0
homeland-security-department,secret-service,USSS,2021,0,0
homeland-security-department,secret-service,USSS,2022,0,0
homeland-security-department,secret-service,USSS,2023,0,0
homeland-security-department,transportation-security-administration,TSA,1995,0,0
homeland-security-department,transportation-security-administration,TSA,1996,0,0
homeland-security-department,transportation-security-administration,TSA,1997,0,0
homeland-security-department,transportation-security-administration,TSA,1998,0,0
homeland-security-department,transportation-security-administration,TSA,1999,0,0
homeland-security-department,transportation-security-administration,TSA,2000,0,0
homeland-security-department,transportation-security-administration,TSA,2001,1,0
homeland-security-department,transportation-security-administration,TSA,2002,14,2
homeland-security-department,transportation-security-administration,TSA,2003,6,1
homeland-security-department,transportation-security-administration,TSA,2004,7,5
homeland-security-department,transportation-security-administration,TSA,2005,6,0
homeland-security-department,transportation-security-administration,TSA,2006,4,5
homeland-security-department,transportation-security-administration,TSA,2007,6,5
homeland-security-department,transportation-security-administration,TSA,2008,5,2
homeland-security-department,transportation-security-administration,TSA,2009,3,3
homeland-security-department,transportation-security-administration,TSA,2010,1,0
homeland-security-department,transportation-security-administration,TSA,2011,3,0
homeland-security-department,transportation-security-administration,TSA,2012,2,1
homeland-security-department,transportation-security-administration,TSA,2013,2,1
homeland-security-department,transportation-security-administration,TSA,2014,2,0
homeland-security-department,transportation-security-administration,TSA,2015,1,0
homeland-security-department,transportation-security-administration,TSA,2016,3,2
homeland-security-department,transportation-security-administration,TSA,2017,0,1
homeland-security-department,transportation-security-administration,TSA,2018,2,1
homeland-security-department,transportation-security-administration,TSA,2019,1,0
homeland-security-department,transportation-security-administration,TSA,2020,10,1
homeland-security-department,transportation-security-administration,TSA,2021,2,0
homeland-security-department,transportation-security-administration,TSA,2022,1,3
homeland-security-department,transportation-security-administration,TSA,2023,1,2
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,1995,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,1996,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,1997,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,1998,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,1999,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2000,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2001,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2002,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2003,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2004,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2005,3,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2006,3,1
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2007,3,3
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2008,2,1
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2009,3,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2010,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2011,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2012,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2013,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2014,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2015,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2016,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2017,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2018,0,1
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2019,1,2
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2020,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2021,0,4
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2022,0,0
homeland-security-department,u-s-citizenship-and-immigration-services,USCIS,2023,0,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,1995,0,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,1996,0,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,1997,0,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,1998,0,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,1999,0,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,2000,0,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,2001,0,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,2002,0,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,2003,19,6
homeland-security-department,u-s-customs-and-border-protection,USCBP,2004,11,2
homeland-security-department,u-s-customs-and-border-protection,USCBP,2005,12,6
homeland-security-department,u-s-customs-and-border-protection,USCBP,2006,18,9
homeland-security-department,u-s-customs-and-border-protection,USCBP,2007,22,8
homeland-security-department,u-s-customs-and-border-protection,USCBP,2008,25,6
homeland-security-department,u-s-customs-and-border-protection,USCBP,2009,21,11
homeland-security-department,u-s-customs-and-border-protection,USCBP,2010,16,4
homeland-security-department,u-s-customs-and-border-protection,USCBP,2011,16,7
